Name,Age,Cause
Raymond A. Darwich,28.0,Automobile crash
James J. McGillion,35.0,Gunfire
Hi Eastland Johnson,48.0,Automobile crash
Robert Edward Walters,39.0,Gunfire
Peter G. Huber,24.0,Other
Thomas V. Boylan,53.0,Other
James McCullough,47.0,Automobile crash
Henry Woods,72.0,Heart attack
Raymond Michel,40.0,Heart attack
William C. Foote,33.0,Motorcycle crash
Wilmer M. Richards,60.0,Gunfire
Frederick R. Bergemeyer,39.0,Automobile crash
Harrison Dunning,62.0,Automobile crash
Fred Bell,63.0,Heart attack
Homer F. Hubbard,50.0,Gunfire
James B. Jasper,63.0,Gunfire
Carlton J. Byrd,33.0,Motorcycle crash
James Charles Nix,41.0,Vehicular assault
Sidney A. Dethloff,33.0,Struck by vehicle
Charles Frederick Grau,43.0,Other
John Courtney Bond,35.0,Other
Charles E. Porteus,29.0,Vehicular assault
Wallace Edward Averill,43.0,Struck by vehicle
Michael W. Peltz,41.0,Gunfire
Clarence J. Erickson,28.0,Gunfire
Henry Ergen,59.0,Heart attack
John J. Barch,56.0,Automobile crash
"Thomas A. Robinson, Jr.",27.0,Gunfire
Saul S. Starrett,37.0,Other
William Ross Ewing,33.0,Motorcycle crash
Darrell Washington Honaker,43.0,Automobile crash
Norval J. Wright,29.0,Motorcycle crash
Oreste E. Gonzalez,27.0,Gunfire
Walter Sinton Parrish,24.0,Automobile crash
Julian F. Draughon,29.0,Motorcycle crash
Arthur E. Meyers,34.0,Motorcycle crash
Doyne Everett Lindsey,34.0,Gunfire
Frank Joseph Cutshall,41.0,Heart attack
Charles C. Kraatz,54.0,Gunfire
"Joe Taylor Aven, Jr.",30.0,Automobile crash
"Hezekiah Little, Jr.",26.0,Other
Roland Lucien Barbeau,45.0,Automobile crash
Frank C. Crawford,44.0,Gunfire
George W. Cassels,26.0,Gunfire
Joseph J. DiDomenico,38.0,Automobile crash
John Joseph Quinlan,45.0,Automobile crash
Andy Chacon Leon,28.0,Gunfire
Samuel Enoch Vaughn,54.0,Gunfire
John F. Gradon,68.0,Other
Robert Earl Clevenger,22.0,Vehicle pursuit
Wallace E. Mathews,25.0,Motorcycle crash
George W. Hansen,51.0,Vehicle pursuit
Lee Trebu Huffman,27.0,Struck by vehicle
"Edward Vincent Tierney, Jr.",41.0,Motorcycle crash
Sylvan E. Dykstra,32.0,Other
Talbot D. Barrow,42.0,Other
Curtis Owen Starry,30.0,Automobile crash
Charles Griffin Middleton,46.0,Gunfire
John L. Pendergrass,53.0,Gunfire
Edward T. Burke,44.0,Other
"Elza ""Tip"" O'Dell",43.0,Gunfire
George Louis Johnston,39.0,Automobile crash
William Allen Claassen,27.0,Gunfire
Bernard Geller,29.0,Gunfire
Anthony Cannata,36.0,Vehicle pursuit
Ben K. Perry,64.0,Gunfire
John Thomas Wells,55.0,Gunfire
"John Carl ""Jake"" Ramsey",39.0,Automobile crash
Leo Busby,42.0,Automobile crash
Peter J. Manning,59.0,Vehicular assault
Ralph Clayton White,26.0,Gunfire
Harry Martin Blomquist,34.0,Automobile crash
Fred R. Brockman,52.0,Gunfire
Arthur L. Reifeis,53.0,Struck by vehicle
Albert Savich,32.0,Gunfire
Langston Wysner,53.0,Struck by vehicle
Arthur William Moyle,27.0,Vehicular assault
Joseph Walton Price,31.0,Gunfire
Floyd Bruce Clouse,29.0,Gunfire
Grant R. Dohner,54.0,Other
George Albert Berryman,41.0,Gunfire
John F. Wright,28.0,Vehicular assault
John W. Connors,34.0,Motorcycle crash
Robert V. Bastin,27.0,Vehicular assault
Ernest J. Morse,31.0,Gunfire
Thomas Joseph Sheehan,29.0,Heart attack
John Brady Murphy,36.0,Gunfire
Joseph W. Cotton,66.0,Gunfire
Leon Albert May,54.0,Other
Clarence Kelly,37.0,Gunfire
Vernon C. Rolfs,38.0,Gunfire
Bernice Cameron,47.0,Gunfire
William A. Fuller,51.0,Gunfire
Ira E. Wofford,49.0,Automobile crash
James E. Barmore,27.0,Motorcycle crash
Ernest C. Johnson,46.0,Gunfire
Ewell B. Starr,36.0,Motorcycle crash
John H. Shafer,47.0,Other
Otto Ernest Dobratz,56.0,Heart attack
"Ulysses  ""Buck"" Dobson, Sr.",45.0,Gunfire
Dennis Bradley,45.0,Gunfire
Joseph James Galizia,30.0,Automobile crash
James Jones Auter,27.0,Other
Harry Thomas Shipley,47.0,Struck by vehicle
Allen Frankland Bennett,25.0,Gunfire
Earl W. Casterline,25.0,Other
Ray Whobrey,38.0,Gunfire
"Joseph Asbury Dennis, Jr.",27.0,Gunfire
Albert Bell Goos,63.0,Gunfire
Harvey Crawford,54.0,Gunfire
Louis Harris Estay,72.0,Vehicular assault
Albert Lewis Schmidt,59.0,Gunfire
Ellis Roosevelt Mansfield,45.0,Gunfire
"John Albert ""Jack"" Rickers",59.0,Gunfire
John Walter Armatoski,35.0,Vehicular assault
"William Lamar Polk, Sr.",47.0,Heart attack
James H. Worell,47.0,Other
Richard Stanley Burchfield,33.0,Gunfire
Samuel Katz,36.0,Gunfire
Daniel C. Bier,28.0,Gunfire
John Richard Goff,76.0,Gunfire
Ernest Zettergren,43.0,Gunfire
Gordon G. French,48.0,Gunfire
"Edward Emile Fritz, Jr.",24.0,Gunfire
Wilbur Frank Edwards,40.0,Gunfire
David L. Worcester,29.0,Motorcycle crash
Fortune Crowder,39.0,Gunfire
Roy Newton Smith,22.0,Automobile crash
Stanton V. Gillum,47.0,Other
William Graham Turner,23.0,Vehicle pursuit
Richard Thomas,25.0,Gunfire
Otto Thomas,47.0,Gunfire
Johnnie Whittle,38.0,Gunfire
Richard W. Ware,51.0,Gunfire
Arthur Yeary,60.0,Gunfire
Nicholas J. Ethen,62.0,Heart attack
Harry H. Widder,39.0,Motorcycle crash
Lowell Alvin Proctor,66.0,Gunfire
Norman Murkerson,30.0,Vehicle pursuit
Ed Mumby,53.0,Gunfire
Warren Mitchell,33.0,Gunfire
James L. Scholl,41.0,Gunfire
Dennis F. Collins,47.0,Automobile crash
James A. Fredericka,38.0,Automobile crash
Giovanni S. Colonna,27.0,Motorcycle crash
John L. Waller,41.0,Gunfire
Frank A. Trainor,40.0,Struck by vehicle
Jose A. Munero-Saez,25.0,Other
Ralph Palma,32.0,Gunfire
Maurice A. Bedell,51.0,Gunfire
Russell Clifford Long,49.0,Heart attack
Jack Norwood Jernigan,50.0,Gunfire
Charles Loucks,51.0,Other
George Ruthven,35.0,Motorcycle crash
George Edward Muriset,34.0,Motorcycle crash
James Jenkins Spann,27.0,Gunfire
Daniel L. O'Brien,25.0,Other
Mercer E. Weiskotten,38.0,Automobile crash
Erwin W. Schink,46.0,Other
Charles McKinley,62.0,Gunfire
Clifton Hawes White,35.0,Heart attack
Russell L. Stapp,38.0,Automobile crash
Wilmer Phillip Trosclair,33.0,Other
Clinton Bond,37.0,Gunfire
James Michael Considine,28.0,Vehicular assault
"John Pat Malone, Sr.",65.0,Gunfire
John Calvin LaMar,30.0,Struck by vehicle
William Thompson McCown,60.0,Gunfire
W. M. Chansler,32.0,Gunfire
"Robert Louis Loder, Jr.",23.0,Vehicle pursuit
Denny Delmar Shannon,33.0,Vehicle pursuit
Ralph S. Wolfe,53.0,Automobile crash
Henry E. St. Clair,37.0,Automobile crash
William Luther Crowe,65.0,Vehicle pursuit
Lucius Victor Jenerette,35.0,Gunfire
Richard J. Roushorn,40.0,Gunfire
Charles Owen Beam,48.0,Automobile crash
Alonzo Lanphear,57.0,Heart attack
Robert Fulton Giles,24.0,Gunfire
Louis Dulisse,42.0,Gunfire
"Harold A. Peterson, Sr.",54.0,Motorcycle crash
Louis F. Kreilein,56.0,Other
Mike N. Pearson,33.0,Automobile crash
Harold Clarence DeGear,29.0,Struck by vehicle
Hubbard Ferguson,64.0,Gunfire
Henry N. Kenaga,58.0,Gunfire
Frank M. Epperson,39.0,Automobile crash
Edward Horace Breen,51.0,Vehicle pursuit
Ignazio J. Ciuppa,30.0,Motorcycle crash
Perry Critchell,43.0,Automobile crash
William Francis Henderson,52.0,Gunfire
Leonard M. Steinkuhler,38.0,Struck by vehicle
Ragnar B. Larson,49.0,Gunfire
Halley C. Strickland,33.0,Vehicle pursuit
Clyde Fee,43.0,Gunfire
Thomas Dennis Sullivan,39.0,Automobile crash
William Roy Posey,48.0,Heart attack
Henry Ritchason,42.0,Other
William H. Waggoner,60.0,Gunfire
Burt O. Burbank,47.0,Gunfire
James J. Paulk,40.0,Gunfire
Walter William Kruegel,59.0,Gunfire
Bill Hugh Broadwell,35.0,Gunfire
Carl M. Thach,31.0,Struck by vehicle
Alexander Polowishz,45.0,Other
Frank S. Greene,44.0,Gunfire
"Jeremiah ""Jerry"" Mattox",34.0,Gunfire
J. C. Landrum,52.0,Other
Richard E. Pelkey,31.0,Gunfire
Walter D. Davis,30.0,Automobile crash
James Lonnie Mize,48.0,Gunfire
James C. Langford,40.0,Gunfire
Felix A. Murphy,23.0,Struck by vehicle
Russell C. Pettie,30.0,Gunfire
James Wilson Gamble,65.0,Gunfire
John Ollie Jackson,58.0,Struck by vehicle
George E. Miller,59.0,Other
Harold Griffin,40.0,Gunfire
Sam Robert Hickey,61.0,Automobile crash
Bud T. Smith,30.0,Vehicle pursuit
Charles Robert Oglesby,39.0,Automobile crash
Edward Gaston Huckabay,47.0,Gunfire
William Henry Everett,65.0,Vehicular assault
Carl Postellon,44.0,Automobile crash
William A. Savage,58.0,Heart attack
Marvin L. Hansen,28.0,Gunfire
Winston A. Culpepper,32.0,Struck by vehicle
Glen R. Crouse,38.0,Vehicle pursuit
Joseph Sternberg,26.0,Automobile crash
Elmer Roscoe Hafer,41.0,Struck by vehicle
Roman C. Steinke,42.0,Gunfire
Beryl E. McLane,58.0,Vehicular assault
"Fred Maddox, Jr.",29.0,Gunfire
Maurice M. Miller,45.0,Gunfire
William Reed Peters,38.0,Other
Joseph Bernell Bauer,27.0,Automobile crash
Henry Buckner,40.0,Gunfire
Joseph W. Norden,38.0,Gunfire
Ivan William Wilson,34.0,Gunfire
Jeremiah Lucey,60.0,Gunfire
James H. Anderson,47.0,Struck by vehicle
"A. B. McGaffey, III",24.0,Gunfire
William Henry Stuart,64.0,Gunfire
"Ernest F. ""Red"" Beaugez",34.0,Gunfire
George W. Kercher,47.0,Gunfire
Joseph Pych,36.0,Automobile crash
Lloyd John Hine,57.0,Struck by vehicle
Frederick Aloysius Bell,39.0,Automobile crash
Walter M. Means,25.0,Automobile crash
Joseph Elmer Whitworth,37.0,Gunfire
Arthur Gurley,50.0,Gunfire
Carl Strickland,45.0,Gunfire
William R. Sellers,38.0,Motorcycle crash
Albert August Hubsch,71.0,Struck by vehicle
Aubrey L. Lowman,37.0,Gunfire
William D. Miller,53.0,Automobile crash
Donald A. Armeni,45.0,Gunfire
David Crawford Farthing,70.0,Struck by vehicle
Charles Robert Elder,56.0,Other
Francis Warren Leib,48.0,Gunfire
Robert J. Crosby,26.0,Gunfire
Porter Commodore Collins,63.0,Gunfire
Clarence Taylor,40.0,Gunfire
Donald Kee,41.0,Other
Franklin J. Smith,54.0,Automobile crash
Dean Chapman,45.0,Struck by vehicle
John Claussen,70.0,Other
Edward H. Berry,41.0,Vehicle pursuit
Reuben Caywood,51.0,Vehicle pursuit
Charles P. Annerino,30.0,Gunfire
Robert W. Provost,26.0,Heart attack
Willie West,46.0,Gunfire
Frank W. Hardy,31.0,Gunfire
William Franklin Buckelew,35.0,Other
Ralph M. Griffin,45.0,Other
Louis A. Barney,40.0,Motorcycle crash
John Edward Dunphy,31.0,Motorcycle crash
James Martin Kirchner,22.0,Heart attack
Charles R. Scarborough,49.0,Other
Sam Thompson,70.0,Gunfire
Frederick Reilly,26.0,Struck by vehicle
John Holcomb,64.0,Other
Salvatore Rosafort,28.0,Motorcycle crash
"Smith Anderson ""Buster"" Kent, Jr.",48.0,Motorcycle crash
William H. Heagy,49.0,Gunfire
"Francis Melvin ""Jack"" Rea",48.0,Gunfire
Ralph Leo Burdick,55.0,Struck by vehicle
Alfred P. Bobelis,47.0,Vehicular assault
William John Sheehan,55.0,Other
"Levin Oliver ""Pete"" Zimmerman",61.0,Vehicle pursuit
John Edward Moore,47.0,Other
Irvin Jefferson Patrick,43.0,Gunfire
Freddie Ernest Wagner,24.0,Motorcycle crash
William Hudec,45.0,Other
Walter Hart,49.0,Gunfire
Karl J. Liebengood,50.0,Automobile crash
George Edward Krueger,28.0,Gunfire
Mahlon Otis Tuck,55.0,Gunfire
Edwin J. Fisher,58.0,Other
William L. Littlejohn,43.0,Vehicular assault
Joseph Vega,49.0,Heart attack
Ralph Franklin Garthwaite,34.0,Vehicular assault
"Percival A. Johnson, Sr.",24.0,Gunfire
Lester Uhrhammer,39.0,Gunfire
Leo G. Hamel,26.0,Vehicular assault
Joyce R. Moore,47.0,Other
Michael James Bergan,61.0,Automobile crash
Henry Orlander Johnson,49.0,Other
"William Peter Katke, Sr.",59.0,Heart attack
Ralph Fisher,45.0,Heart attack
Robert F. Bowers,33.0,Vehicle pursuit
Albert H. Brown,57.0,Gunfire
Albert Jerry Picone,38.0,Heart attack
Wesley Gippy Walden,41.0,Automobile crash
Donald Eugene Wiseman,43.0,Automobile crash
James E. Maroney,33.0,Gunfire
Andrew James Reynolds,37.0,Motorcycle crash
Wilbur E. McGee,33.0,Gunfire
Marvin Elton Wills,38.0,Gunfire
Harold Worden,35.0,Motorcycle crash
Abraham Laster,46.0,Automobile crash
Eugene Francis Denton,66.0,Heart attack
William James Henhoeffer,55.0,Vehicular assault
Hubert C. Roush,39.0,Automobile crash
Richard Alfred Sheppard,28.0,Vehicle pursuit
Alva M. Jackson,38.0,Gunfire
Robert J. Keating,40.0,Heart attack
William D. Porter,55.0,Gunfire
Charles J. Hogan,56.0,Struck by vehicle
John Albanese,41.0,Heart attack
John J. Bennett,57.0,Struck by vehicle
Gordon Oliveira,31.0,Motorcycle crash
Robert Wooten,56.0,Gunfire
Clarence R. Nordyke,54.0,Automobile crash
Carl Dennings Raymond,43.0,Automobile crash
James R. Kelly,49.0,Heart attack
James G. Godwin,56.0,Gunfire
Charlie G. Pearce,56.0,Vehicular assault
"Clarence L. ""Boots"" Shields",32.0,Gunfire
Jessie C. Benton,37.0,Automobile crash
"Jack William Rainier, Sr.",24.0,Gunfire
Audie Alger Isbell,37.0,Vehicle pursuit
George Marion Bacon,59.0,Other
John George Gillespie,66.0,Struck by vehicle
Cashel L. Furgerson,30.0,Struck by vehicle
Charles Earl Blackburn,52.0,Other
Billie D. Ellis,31.0,Other
"B. W. Woods, Jr.",27.0,Gunfire
"Lester Woodrow ""Tarzan"" Gwinn",40.0,Gunfire
John Leroy Talley,30.0,Other
Horis Hawkins Repass,52.0,Gunfire
"Mark H. Russell, Jr.",30.0,Other
John William Timmons,50.0,Struck by vehicle
William F. Mayer,28.0,Vehicular assault
Dudley Emerson Whiteside,50.0,Gunfire
Felix Cullman Graham,59.0,Automobile crash
James G. England,40.0,Gunfire
Aaron L. Youngman,60.0,Gunfire
Harry Dunlap,47.0,Gunfire
Walter W. Smith,46.0,Automobile crash
John Edward Moore,36.0,Gunfire
"William B. ""Bill"" Neill",49.0,Automobile crash
William Thomas Mull,67.0,Other
Ira Milburn Skeen,53.0,Gunfire
John Lindsay McDowell,44.0,Heart attack
Harry Passmore Cloud,30.0,Struck by vehicle
Wayne W. Allman,34.0,Automobile crash
James C. Brizendine,33.0,Other
Mack Norris,62.0,Gunfire
John Raymond Miller,35.0,Other
Armando Vizcarrondo,36.0,Automobile crash
William Clinton Rigby,58.0,Automobile crash
George E. Kemp,53.0,Heart attack
Edward Donald Molina,20.0,Struck by vehicle
Edward Phillips,38.0,Gunfire
Howard Allison Layton,58.0,Heart attack
James R. Appelgate,39.0,Gunfire
Oliver Columbus Grems,33.0,Other
John Anderson,36.0,Gunfire
Burl Whittington,24.0,Vehicle pursuit
Thomas John Guzzetti,34.0,Gunfire
Charles D. Goss,39.0,Automobile crash
"Robert F. Dula, Jr.",26.0,Motorcycle crash
"Alfred C. ""Dick"" Walden, Jr.",41.0,Gunfire
Milton R. Tucker,29.0,Motorcycle crash
George A. Woodson,32.0,Automobile crash
"Clarence E. ""Jack"" Toone",42.0,Other
Howard Chadwick Sullivan,35.0,Motorcycle crash
Harold Arthur Gartside,39.0,Other
Bud Cooper Cash,49.0,Automobile crash
Mahlon John Day,28.0,Other
Frank Leslie Kellogg,36.0,Gunfire
Lawrence Bryant Aytes,28.0,Other
Dewey Sizemore,48.0,Gunfire
John J. Conlon,26.0,Struck by vehicle
Henry L. Eichelberger,65.0,Automobile crash
Lee Sylvester Murphy,61.0,Gunfire
Dale W. Mishler,35.0,Vehicle pursuit
"Charles Yodkins, Sr.",43.0,Other
Chester Summa,38.0,Gunfire
Jack Bill Beets,30.0,Gunfire
Carlos Escamilla,30.0,Gunfire
William J. Murphy,34.0,Gunfire
James J. Purcell,51.0,Gunfire
Charles Raphael Gougenheim,52.0,Gunfire
"Roland E. Davis, Sr.",49.0,Heart attack
Roscoe H. Hargett,45.0,Gunfire
Clyde Lamar Elsberry,27.0,Vehicular assault
Henry Joseph Eidler,51.0,Automobile crash
William Kenner,60.0,Gunfire
Clay Noble Hunt,42.0,Automobile crash
Earl LeRoy Brown,42.0,Gunfire
Albert Gasperetti,43.0,Automobile crash
Stephen E. Clark,46.0,Struck by vehicle
Frank J. Hossler,25.0,Automobile crash
"Walter Michael Davis, Sr.",33.0,Automobile crash
Alfred J. Del Giorno,31.0,Automobile crash
Roscoe Franklin Russell,36.0,Vehicle pursuit
William Burtis Jackson,37.0,Heart attack
"Charlie Fields, Sr.",58.0,Gunfire
Calvin Rutledge Jones,30.0,Vehicle pursuit
Fred E. Nunnally,32.0,Motorcycle crash
Merl Harry Miller,40.0,Gunfire
George Eino Lappi,27.0,Gunfire
Leonard William Alber,33.0,Automobile crash
Osbourne Sims,33.0,Gunfire
Edward Frank Meagher,35.0,Automobile crash
Lyons Kelliher,52.0,Gunfire
George Edgar Morris,35.0,Other
Lloyd Eugene Murphy,52.0,Heart attack
Philip Genna,43.0,Motorcycle crash
Albert B. Davis,59.0,Gunfire
John V. Donaldson,48.0,Automobile crash
Fidel Rivera-Mayol,43.0,Vehicular assault
Thomas E. Webb,31.0,Gunfire
Donald L. Wilkins,34.0,Struck by vehicle
Charles Taylor Smith,27.0,Gunfire
Robert Joseph McIntyre,39.0,Other
William Ligon Acker,68.0,Struck by vehicle
Donald Raymond Turner,37.0,Struck by vehicle
Howard Scott,46.0,Vehicular assault
James Henry Landrum,54.0,Gunfire
Vernon Jacob Stroeder,31.0,Automobile crash
James L. Dowdy,24.0,Vehicle pursuit
Gordon Elmer Stotz,31.0,Vehicle pursuit
Joseph Emmett Lacey,40.0,Gunfire
"Alan S. Logel, Jr.",40.0,Heart attack
Michael Latvis,38.0,Automobile crash
John R. Phelan,21.0,Gunfire
Robert J. Schultea,28.0,Gunfire
Earl B. Crenshaw,31.0,Motorcycle crash
Roy Edward Mizner,37.0,Automobile crash
Earle M. Platt,57.0,Heart attack
Douglas Carter Shute,37.0,Other
Lofton Iry Floyd,46.0,Gunfire
"Maurice W. Phillips, Sr.",31.0,Other
"Henry Murray Brooks, Jr.",29.0,Struck by vehicle
Wilmer L. Moody,40.0,Automobile crash
Owen Davenport,57.0,Other
Harold Humphrey Pearce,52.0,Gunfire
Anthony William Balga,26.0,Automobile crash
John J. Blyth,42.0,Gunfire
Edward A. Frey,38.0,Motorcycle crash
Lucius Franklin Carey,35.0,Vehicle pursuit
James N. Pollard,37.0,Struck by vehicle
Alex Schromsky,32.0,Vehicular assault
"Charles H. Ackerly, Jr.",32.0,Gunfire
Thomas P. Mulrooney,66.0,Gunfire
Charles Henry Carter,65.0,Automobile crash
James Calandra,50.0,Motorcycle crash
Sam Fields,39.0,Gunfire
"J. Holland Thomas, Sr.",59.0,Gunfire
Joseph Haydu,34.0,Gunfire
John A. Rector,58.0,Other
"William Russell Mehlhorn, Jr.",32.0,Gunfire
Joseph Francis McMillen,26.0,Automobile crash
Albert A. Kelly,54.0,Gunfire
Ray Westover,33.0,Gunfire
Floyd E. Gresham,23.0,Automobile crash
Robert R. Golden,35.0,Gunfire
George Richard Dancy,23.0,Automobile crash
Thomas W. Mendina,28.0,Vehicular assault
Stuart Jackson Edwards,25.0,Gunfire
"William J. Fiegl, Jr.",35.0,Other
Howard R. Scheffler,28.0,Automobile crash
Nicholas R. Catalano,30.0,Automobile crash
Lester McEachern,60.0,Heart attack
James M. Carter,35.0,Other
Frederick Thomas Towle,52.0,Heart attack
Dexter B. Snow,44.0,Gunfire
William F. Christman,38.0,Gunfire
Thurman Franklin Howe,46.0,Other
"Robert ""Bobbie Bull"" Giovannoni",37.0,Gunfire
Rufus Edward Froedge,35.0,Vehicle pursuit
Ben Thomas Vaughn,36.0,Vehicle pursuit
Benjamin Bruno,28.0,Vehicle pursuit
Sidney A. O'Connor,28.0,Gunfire
Harry M. Miller,36.0,Motorcycle crash
Leo T. Sullivan,54.0,Heart attack
Raymond A. Geiger,28.0,Motorcycle crash
Bert Anthony Pozza,27.0,Gunfire
Henry F. Wilton,55.0,Heart attack
Edward J. Flynn,48.0,Heart attack
"Donald Eugene ""Don"" Bacon",21.0,Vehicular assault
Harry Carlough,43.0,Vehicle pursuit
William G. Long,27.0,Gunfire
John Frost,60.0,Vehicle pursuit
"Alvis Benjamin ""Pete"" Phillips",27.0,Gunfire
"Garner M. Robertson, Jr.",45.0,Gunfire
Claude Keller,45.0,Other
Edward J. Hilker,59.0,Heart attack
Oscar Newton Morris,33.0,Vehicular assault
Carl Dale Buckland,31.0,Gunfire
Jake Mulder,51.0,Heart attack
Joseph B. Mumford,26.0,Gunfire
"Elza P. Fitzpatrick, Jr.",45.0,Gunfire
Melvin E. Phillips,27.0,Automobile crash
Ezra Sethal Smith,58.0,Heart attack
Robert Thomas Roberts,33.0,Automobile crash
Robert E. Karsmizki,35.0,Gunfire
Howard Milford Brock,46.0,Vehicle pursuit
Richard J. Cahalan,30.0,Automobile crash
Wilburt Landry,50.0,Gunfire
J. C. Woodham,48.0,Gunfire
"Claude H. Harmon, Jr.",29.0,Motorcycle crash
Arlin Elvis Curneal,36.0,Vehicle pursuit
Bernard Poe,23.0,Gunfire
Carl H. Jessing,39.0,Motorcycle crash
Robert Earl Zimmerman,35.0,Automobile crash
Guillermo Sanchez,26.0,Gunfire
Lief Ben Overdahl,57.0,Heart attack
Thomas Earl Sanderson,51.0,Heart attack
Bernard L. Halperin,49.0,Gunfire
Archie Brown Boutwell,70.0,Other
Osmer G. Milbert,50.0,Gunfire
Edward P. Nowakowski,35.0,Vehicle pursuit
Cecil Williamson Watford,27.0,Gunfire
Richard Purcell Horan,35.0,Gunfire
Robert R. Christensen,38.0,Gunfire
Harry Ballard Bradley,32.0,Automobile crash
James E. Mitchell,24.0,Other
John Joseph Plunkett,64.0,Heart attack
Ruble J. Robicheaux,37.0,Gunfire
George A. Hart,40.0,Other
Carlo Angelo Poggetto,29.0,Motorcycle crash
William Elvin Hickman,63.0,Other
Stella T. O'Neil-Donahue,29.0,Automobile crash
Wallace Eugene Casey,24.0,Vehicular assault
Carlton Melvin Pond,36.0,Vehicle pursuit
Richard A. Phillips,28.0,Gunfire
Michael Joseph McAndrews,38.0,Heart attack
Marvin Edward Walts,47.0,Gunfire
Gid Thomas Ward,26.0,Struck by vehicle
Benjamin Bert Stone,25.0,Gunfire
Robert Earl Pierce,35.0,Struck by vehicle
George Ralph Watt,53.0,Automobile crash
James B. Clark,44.0,Gunfire
William Rae Kellems,27.0,Gunfire
Arthur Fillebrown,24.0,Other
Alex Hurst,65.0,Gunfire
John F. Andrews,33.0,Vehicle pursuit
James Tillotson,53.0,Gunfire
Ernest Runke,70.0,Other
Raymond C. Willis,33.0,Other
John Doyle Lawrence,54.0,Gunfire
Emmett C. Bright,54.0,Gunfire
Luther Willis Hammond,72.0,Other
Joseph Raymond Lynch,60.0,Vehicle pursuit
Louis A. De Francesco,34.0,Motorcycle crash
Milton G. Curtis,25.0,Gunfire
William Matt Partin,64.0,Gunfire
Richard Coldren,28.0,Gunfire
Ernest Simpson Massengill,56.0,Automobile crash
John F. Daly,41.0,Automobile crash
"George Frederic Nadeau, Sr.",40.0,Vehicular assault
Charles Elmer McNany,50.0,Automobile crash
Michael Lukaszewski,24.0,Gunfire
"Harry Kay, Jr.",33.0,Automobile crash
Eugene James Deckert,51.0,Heart attack
George F. A. Pearsall,53.0,Gunfire
Willard Cash Milstead,46.0,Gunfire
Carlton Phillips,49.0,Gunfire
Philip C. Melley,41.0,Gunfire
Domingo Salicrup-Gonzalez,35.0,Gunfire
Listash Browder,67.0,Gunfire
Lewis Raymond Hendon,33.0,Automobile crash
Charles Carmen DeTulleo,44.0,Heart attack
Charles Curry Sanders,37.0,Gunfire
Clifford Lindgren,56.0,Gunfire
Edward Gustav Lentz,58.0,Gunfire
Charles Cecil Collins,41.0,Heart attack
Billy Howard Stephens,26.0,Motorcycle crash
Charles H. Norris,63.0,Gunfire
Wilson Michael Shee,36.0,Gunfire
Vernon J. Corbeil,40.0,Other
James H. Marsden,69.0,Gunfire
Eli L. Smith,55.0,Vehicle pursuit
"Robert E. ""Bob"" Reed",36.0,Gunfire
Samuel B. Robinson,26.0,Automobile crash
Novel McReynolds,56.0,Gunfire
Lee Finley Mortimer,60.0,Heart attack
John F. Lievens,57.0,Struck by vehicle
Jack Woomer,32.0,Gunfire
Eino E. Toivola,38.0,Gunfire
Clifford R. Highhouse,51.0,Heart attack
Robert Eugene Burke,31.0,Gunfire
Finley Carl Fuchs,28.0,Automobile crash
McCarthy Taylor,54.0,Other
Edward J. O'Leary,37.0,Vehicular assault
Jose M. Crespo-Arce,32.0,Gunfire
James W. Crowder,31.0,Vehicle pursuit
Mac Arthur Hemphill,56.0,Struck by vehicle
Charles Owen Purdin,53.0,Motorcycle crash
Richard Vance Reeves,33.0,Motorcycle crash
Dugald A. Pellot,23.0,Gunfire
Leo Wise,34.0,Gunfire
Gerald Barnes,38.0,Other
"Willie James Lewis, Sr.",28.0,Gunfire
"Frederick W. Walsh, Jr.",26.0,Vehicle pursuit
Paul L. C. Paretti,58.0,Gunfire
Lamont Edwards,26.0,Automobile crash
Henry J. Searcy,37.0,Gunfire
Robert H. Fossum,31.0,Gunfire
John Fleetwood Dennis,30.0,Gunfire
William J. Collins,53.0,Heart attack
John Pullano,29.0,Motorcycle crash
Harold Stephen Blevins,26.0,Gunfire
James Thomas Brown,32.0,Gunfire
"John Arthur ""Red"" Fletcher",54.0,Automobile crash
Edmund Smith,39.0,Gunfire
Daniel G. Meehan,30.0,Automobile crash
Howard Russell Bunting,38.0,Automobile crash
Robert Joseph Staab,32.0,Gunfire
Wister Lee Reece,39.0,Gunfire
Joseph L. Rauchut,32.0,Motorcycle crash
Henry F. Hall,53.0,Vehicular assault
William Martin Landers,75.0,Automobile crash
John H. Patterson,41.0,Vehicle pursuit
Alman Glen Lanford,53.0,Vehicle pursuit
Daniel R. Parker,56.0,Vehicular assault
Noah Daniel Studebaker,57.0,Gunfire
Robert Earl Cox,26.0,Automobile crash
Louis O. Cochran,45.0,Vehicular assault
Robert J. Morey,42.0,Gunfire
James V. Timpona,64.0,Other
Thad Dewitt West,41.0,Gunfire
Noel Ray Miller,28.0,Gunfire
William Hans Jurgens,46.0,Gunfire
Leo S. Burakowski,33.0,Automobile crash
Donald W. Coulter,38.0,Gunfire
Conley Potter,41.0,Gunfire
Norvell Ray,32.0,Gunfire
Robert D. Strone,27.0,Gunfire
Robert A. Rogers,59.0,Gunfire
Guy Argel Fuller,68.0,Heart attack
Jose Nunez-Kiles,54.0,Gunfire
Leonard Claude Tribble,25.0,Motorcycle crash
Charles Washington,49.0,Gunfire
Raymond J. McMaster,30.0,Gunfire
