Name,Age,Cause
Carl F. Chastain,26.0,Motorcycle crash
John W. Quirk,23.0,Gunfire
Roy A. Carney,35.0,Gunfire
Salvatore Patti,43.0,Other
Denzil O. Lockard,48.0,Struck by vehicle
Robert F. Rulong,28.0,Vehicular assault
Patrick J. Fogarty,77.0,Other
Donald J. Gillis,45.0,Gunfire
Roger Lynn Winkelman,41.0,Other
Jack B. Mills,32.0,Gunfire
Raymond Vincent O'Connor,30.0,Automobile crash
Andrew J. Tufts,52.0,Heart attack
Jake Galloway,68.0,Gunfire
Herbert Mitchell Gash,28.0,Gunfire
Louis E. Spry,25.0,Vehicle pursuit
Ronald E. Gray,23.0,Automobile crash
Robert W. Suess,28.0,Vehicular assault
Robert K. Nelson,25.0,Motorcycle crash
Leonard N. Brown,47.0,Gunfire
James R. Caruso,33.0,Gunfire
David Alois Horr,34.0,Gunfire
Robert Marmaduke Johnson,51.0,Other
Odis Yoho,59.0,Automobile crash
Joseph William Bennett,35.0,Automobile crash
Patrick Herman Sandlin,64.0,Heart attack
Edward Samuel Virden,36.0,Gunfire
Emil A. Newberg,56.0,Gunfire
Arlo Slagle,27.0,Gunfire
James Donald Vaughn,28.0,Automobile crash
Paul J. Simard,32.0,Gunfire
Leo M. Bessner,47.0,Heart attack
John B. French,31.0,Motorcycle crash
Harry A. Thom,46.0,Other
"Camile Edward Madere, Jr.",35.0,Motorcycle crash
John Thomas Burlinson,26.0,Vehicular assault
Richard Armijo,31.0,Motorcycle crash
Frank D. Romano,54.0,Heart attack
Eddis Floyd Martin,72.0,Vehicle pursuit
Marion R. Ammerman,38.0,Other
Michael Francis Hughes,40.0,Other
Robert E. Flynn,25.0,Other
Robert Lee Kirk,32.0,Heart attack
Thomas Truesdale,58.0,Gunfire
Arthur T. Fadness,60.0,Heart attack
Burl E. Justice,53.0,Other
Stephen R. Gyurke,29.0,Struck by vehicle
Henry T. Stephens,27.0,Gunfire
Corwin Marcus Starry,54.0,Automobile crash
Earl Marion Anderson,61.0,Automobile crash
"Austin Eugene Vanover, Sr.",43.0,Motorcycle crash
Kenneth Harvey Johnson,30.0,Vehicle pursuit
Robert B. Heberlie,31.0,Vehicular assault
"William Lawrence Long, Sr.",29.0,Automobile crash
Gus Gill,67.0,Gunfire
Robert Shepherd Perkins,39.0,Automobile crash
Duane F. Nichols,32.0,Vehicular assault
Lester G. Myers,30.0,Motorcycle crash
Thomas Scebbi,24.0,Gunfire
Ernest E. Eichhorn,33.0,Vehicular assault
Barry Ronald Rosekind,30.0,Vehicle pursuit
James Louis Wright,49.0,Gunfire
Robert Shultz,35.0,Gunfire
Benton James Hacker,64.0,Gunfire
"Charles Stanley Stanski, Jr.",29.0,Vehicle pursuit
"Frank Henderson Wall, Jr.",33.0,Gunfire
William Warren Lassiter,31.0,Struck by vehicle
Donald L. Seick,27.0,Gunfire
"Stanley ""Tex"" Pitakos",34.0,Gunfire
Russell G. Grower,34.0,Gunfire
Francis C. Zinna,33.0,Vehicular assault
Gene Tilford Nash,32.0,Gunfire
George Clayton Ayres,35.0,Automobile crash
"Harold Addison Reis, Jr.",29.0,Vehicular assault
Clarence L. Henrichon,32.0,Other
Howard K. Downes,28.0,Automobile crash
Ermon Boyce Cox,35.0,Gunfire
"Joseph F. Johnston, Jr.",31.0,Vehicular assault
Russell C. Scott,23.0,Struck by vehicle
Gene Wilson Christopher,26.0,Gunfire
William C. Long,36.0,Other
Charles Bernoskie,41.0,Gunfire
Robert Riley,36.0,Automobile crash
John J. Nobrega,64.0,Automobile crash
Dillard Willingham,24.0,Struck by vehicle
Lester John Miller,41.0,Automobile crash
Edward Mackiw,30.0,Struck by vehicle
Millard Brock,55.0,Gunfire
Thomas W. Evans,40.0,Struck by vehicle
James Rufus Lauer,53.0,Gunfire
James Russell Johnson,64.0,Vehicle pursuit
Donald Everett DeSues,32.0,Other
Clyde Wesley Gregg,51.0,Gunfire
Harold K. Shelton,22.0,Gunfire
Harry Thomas Long,22.0,Vehicular assault
"Leroy Warren, Jr.",41.0,Vehicle pursuit
Clinton Murphy Hyde,58.0,Gunfire
Bart Dell Broxson,57.0,Automobile crash
Leonard W. Winney,24.0,Vehicle pursuit
Harry G. Waters,37.0,Automobile crash
Woodrow W. Nalley,48.0,Gunfire
William F. Herkal,35.0,Gunfire
"John Sidney ""Jack"" Hunter, Sr.",68.0,Gunfire
Joe R. Massey,42.0,Gunfire
Rosendo Torres-Pabon,50.0,Gunfire
Joseph John Franceschino,39.0,Heart attack
Romeo Caino,31.0,Struck by vehicle
Joe Phillips,62.0,Gunfire
"Frank E. Ross, Jr.",30.0,Vehicle pursuit
Marion F. Simpson,53.0,Automobile crash
Joseph Anthony Reiss,40.0,Other
Claude Emmett Branon,32.0,Vehicular assault
"Festus Alvah Tatum, Jr.",35.0,Motorcycle crash
"Richard H. Duvall, Jr.",28.0,Other
Manuel Walker Trenary,51.0,Gunfire
Harold Abadie,42.0,Gunfire
Charles Jesse Baker,44.0,Other
Robert C. Hill,36.0,Automobile crash
Alfred V. Sandquist,34.0,Vehicular assault
James William Burr,50.0,Heart attack
Glenn R. Faulk,31.0,Gunfire
Dalton Fleming,50.0,Gunfire
"Ronald R. ""Dick"" Rhodes",46.0,Automobile crash
Deo C. Waldron,56.0,Struck by vehicle
Robert John Sweet,29.0,Motorcycle crash
Frank Buzynski,44.0,Vehicle pursuit
Douglas Eugene Cantrill,23.0,Gunfire
Theodore Albert Uzdilla,57.0,Vehicular assault
Myron L. Trapp,33.0,Gunfire
John Henry Powell,27.0,Struck by vehicle
Jimmie M. Biggs,34.0,Other
Samuel J. Cheatham,55.0,Heart attack
Loy H. Walton,35.0,Struck by vehicle
Larry E. Dano,26.0,Automobile crash
Charles Emerson Bogardus,40.0,Gunfire
Gilbert N. Reyes,32.0,Motorcycle crash
Alma P. Sorensen,54.0,Vehicular assault
Elvin Elbert Patrick,46.0,Gunfire
Stephen Edward Wilson,62.0,Heart attack
Dona Arnett,62.0,Vehicular assault
"Lawrence M. ""Bud"" O'Neal",56.0,Gunfire
Ronald J. Donahue,23.0,Gunfire
Charles Sea,33.0,Gunfire
Robert Michael Forrest,32.0,Heart attack
James Brady McClain,46.0,Automobile crash
Edwin Edwards,26.0,Vehicular assault
Ivan H. Hayes,51.0,Heart attack
Lucille Helm,44.0,Automobile crash
Walter J. Burgess,25.0,Automobile crash
Armond A. Luke,54.0,Vehicle pursuit
Henry C. Yonce,43.0,Automobile crash
Victor Cusworth,46.0,Automobile crash
Ezra Foreman,52.0,Gunfire
Fred Parker,50.0,Vehicle pursuit
William Jackson Litz,27.0,Other
George E. Kallemeyn,30.0,Motorcycle crash
Jimmie D. Jacobs,36.0,Automobile crash
Michael Talkowsky,23.0,Gunfire
Amos Morris,49.0,Gunfire
Ezra L. Brewer,42.0,Other
Jose L. Castellanos,36.0,Gunfire
Allen Charles Steele,32.0,Automobile crash
Albert W. Souden,29.0,Gunfire
Paul Andrew Heath,47.0,Heart attack
Herbert F. Dimon,28.0,Motorcycle crash
Hilary Welenc,30.0,Struck by vehicle
Daniel W. Guldin,53.0,Heart attack
Carl Ahlstrand,56.0,Struck by vehicle
George Harvey Terry,53.0,Automobile crash
Bobby G. Padgett,27.0,Gunfire
Robert Jack Garrison,27.0,Automobile crash
Ray X. F. Krueger,47.0,Automobile crash
"Henry Clay Jones, Jr.",29.0,Gunfire
Ronald Glen Kilby,28.0,Gunfire
James Truett Smith,38.0,Automobile crash
Max R. Oldham,22.0,Vehicular assault
Raymond Charles Perkins,43.0,Gunfire
Mitchell A. Stone,38.0,Gunfire
John Richard Barter,32.0,Gunfire
Hurfu L. Duckworth,42.0,Gunfire
Clarence Lester Brown,60.0,Automobile crash
Joe Reynolds,48.0,Gunfire
Charles J. Busby,25.0,Vehicular assault
Lucas Ervin Whatley,59.0,Struck by vehicle
Mackay C. Jewkes,28.0,Automobile crash
Theodore Rothe,40.0,Gunfire
Oran Randal Blasingame,43.0,Automobile crash
Alan Yerton,26.0,Vehicular assault
Joe Cecil Clark,59.0,Automobile crash
"Julian Lee Powers, Jr.",50.0,Gunfire
Eugene Albert Doran,37.0,Gunfire
John Wesley Suttle,24.0,Struck by vehicle
Daniel E. Smith,30.0,Vehicular assault
Leonard Paul Taylor,40.0,Automobile crash
"Pierre A. ""Pete"" Harnois",32.0,Gunfire
William Robert Lewis,42.0,Motorcycle crash
Harold V. Shaw,37.0,Gunfire
Clarence Uen Swain,35.0,Automobile crash
William Page Mason,41.0,Gunfire
James Francis Kane,33.0,Gunfire
Tom L. Roland,59.0,Automobile crash
George Giambiasi,41.0,Automobile crash
Harry J. Hafner,29.0,Motorcycle crash
Ronald Ivan English,29.0,Vehicle pursuit
James Ray,62.0,Automobile crash
"Thomas Elisha Bebber, Sr.",53.0,Gunfire
H. Dan Rolison,53.0,Gunfire
Thomas E. Milstead,64.0,Gunfire
Tommy Roland Burns,20.0,Automobile crash
"Horace C. ""Pot"" Hall",52.0,Gunfire
Francis Michael Tessitore,28.0,Struck by vehicle
David Thomas Robertson,39.0,Automobile crash
Bryce N. Patton,28.0,Gunfire
John W. Griffin,50.0,Other
John J. Nolan,27.0,Heart attack
Lee E. Sawyer,51.0,Automobile crash
James Edward Clark,55.0,Other
Gale H. Wilcox,48.0,Other
Bobby Rudisill,29.0,Gunfire
Samuel Raymond Beall,57.0,Automobile crash
Donald A. Strand,27.0,Automobile crash
William R. Johnson,37.0,Automobile crash
Robert Henry Potter,41.0,Gunfire
Terrell M. Dodson,29.0,Vehicle pursuit
Fax Brooks Murphy,46.0,Automobile crash
Crit Edmond Hall,59.0,Heart attack
Seth Forsgren Wright,53.0,Other
Warren V. Eckert,27.0,Motorcycle crash
David L. Kohler,29.0,Motorcycle crash
"Frank Bruno, Jr.",29.0,Gunfire
David Baxter Searcy,37.0,Automobile crash
"William Austin ""Bud"" Boyatt",41.0,Gunfire
Jesus Martinez-Gabino,58.0,Other
Gordon C. James,30.0,Automobile crash
Luis E. Santiago-Quinonez,27.0,Gunfire
Ocie C. Gray,31.0,Other
Frank J. Jackson,50.0,Automobile crash
Julius Paul Cruze,56.0,Gunfire
Bernard Fancher,40.0,Other
Kieffer C. Burris,46.0,Other
Dennis J. Laughlin,33.0,Heart attack
Roy M. Trimm,38.0,Other
Vernon J. Owings,27.0,Gunfire
Benedetto M. Spizzirri,42.0,Gunfire
Wilson Charles Buffington,42.0,Gunfire
"Solomon David ""Sam"" Bocash",74.0,Struck by vehicle
Kenneth Robert Baker,43.0,Automobile crash
George Garceau,60.0,Other
Joseph H. Platt,53.0,Heart attack
James Vardman Polk,52.0,Gunfire
Leonard F. Baldy,33.0,Other
Paul Clark,30.0,Struck by vehicle
William Duross,35.0,Heart attack
"Dennis Titla, Sr.",30.0,Gunfire
John W. Lyle,29.0,Gunfire
Donald J. Brereton,31.0,Gunfire
Francis Bradley,34.0,Motorcycle crash
Robert E. Lee,30.0,Automobile crash
Jerome R. Christman,23.0,Automobile crash
Melvin L. Gossmeyer,33.0,Vehicle pursuit
Robert D. Dale,25.0,Motorcycle crash
Bennie A. Hudson,22.0,Gunfire
John P. McAuliffe,36.0,Gunfire
David D. Troy,27.0,Gunfire
Benjamin G. DeVault,54.0,Gunfire
Martin Mrugacz,29.0,Automobile crash
James H. Marshall,36.0,Heart attack
Max L. Taylor,64.0,Struck by vehicle
Robert H. Pickwick,37.0,Automobile crash
Virgilio Sanchez-Pinzon,30.0,Other
William W. Latimer,48.0,Other
Donald E. Knowlton,31.0,Gunfire
Arthur S. Todd,58.0,Gunfire
C. Frank Faircloth,53.0,Vehicle pursuit
Joseph John McLaughlin,58.0,Other
Benjamin Pope Myrick,44.0,Motorcycle crash
"Francis Edward ""Red"" Lindsay",29.0,Gunfire
Lee E. Murrow,38.0,Automobile crash
"Orville Chancy Trinkle, Jr.",29.0,Vehicle pursuit
Doris Wayne Barber,33.0,Gunfire
"Elmer Marion ""Okie"" Parmer",27.0,Other
"Delmar Whitworth, Sr.",57.0,Automobile crash
"William Henry Powell, Jr.",30.0,Gunfire
"Frank Rankin, Jr.",41.0,Other
Jack R. Ellwanger,40.0,Vehicular assault
William A. Flowers,32.0,Gunfire
Vito Michael Valenzano,32.0,Heart attack
Matthew Steve Forgach,61.0,Heart attack
Howard Eugene Waldrop,26.0,Gunfire
"Jonathan Elkanah ""Caney"" Boyd",64.0,Gunfire
Herbert E. Bybee,31.0,Other
George Dee Rees,41.0,Vehicular assault
Michael Theodore Angelos,37.0,Vehicle pursuit
Jack Edward Martin,24.0,Other
John C. Fonda,28.0,Other
Billy R. Heckle,45.0,Gunfire
John William Hood,70.0,Vehicular assault
George J. Woerhle,44.0,Gunfire
"Anton Valentine Lehr, Jr.",26.0,Other
George Otavio Angeli,34.0,Vehicular assault
John Welton Rice,48.0,Heart attack
Curtis McDonald Hubbard,40.0,Other
William Pitois,29.0,Motorcycle crash
Richard D. Kent,30.0,Gunfire
Wesley H. Whittenberg,29.0,Struck by vehicle
Norman J. Bretz,37.0,Automobile crash
Lawrence W. Gorman,36.0,Gunfire
Johnny Reed Annas,25.0,Gunfire
"George Robert Lillard, Jr.",35.0,Automobile crash
"Carl Ellis Mayo, Jr.",33.0,Motorcycle crash
Kermit Dale Jackson,22.0,Other
"Joseph E. Chapman, Jr.",57.0,Gunfire
Joe F. Partin,32.0,Motorcycle crash
"William J. Ramos, Jr.",28.0,Gunfire
"James E. Meeks, Jr.",32.0,Gunfire
Gonzalo Q. Gonzalez,28.0,Automobile crash
Orville E. Rosenstengel,49.0,Gunfire
Robert E. Miller,34.0,Motorcycle crash
John T. Martin,58.0,Gunfire
Orville McNish,53.0,Gunfire
Woodrow Wilson Whetstone,43.0,Gunfire
Richard D. Duvall,26.0,Gunfire
David Arron Jones,29.0,Gunfire
Kirk L. Schroeder,50.0,Automobile crash
"Edward J. Johnson, Jr.",35.0,Other
Roy Edward James,36.0,Gunfire
Frank Edward Dolan,53.0,Automobile crash
"Marvin E. Moore, Jr.",28.0,Gunfire
Hoyle W. Dye,44.0,Gunfire
Nathan Norman Bear,31.0,Other
George Dunham,31.0,Gunfire
Marcelo Cacho-Pares,43.0,Automobile crash
John Lebed,30.0,Gunfire
Dominick Paparelli,63.0,Struck by vehicle
Floyd A. Weatherholt,23.0,Gunfire
Archie L. Jennings,36.0,Struck by vehicle
James W. Lambert,26.0,Struck by vehicle
James Dallas Pitzer,54.0,Gunfire
Ocie Desay Howard,47.0,Heart attack
Dave Johnson,60.0,Gunfire
Thurston F. Meeks,52.0,Gunfire
Joseph L. Coote,31.0,Gunfire
James C. Jantz,25.0,Gunfire
"Ora Clyde Owen, Jr.",42.0,Vehicular assault
David Harvey Stahl,40.0,Gunfire
Edward J. Blakely,47.0,Gunfire
George A. Schmidling,33.0,Gunfire
Roger L. Davies,30.0,Motorcycle crash
Leroy Nylon Hutchison,56.0,Other
Wesley Sanford Fannin,38.0,Gunfire
Roger A. Strong,26.0,Other
"Gordon Smith, Jr.",41.0,Gunfire
"Arthur W. Plummer, Jr.",36.0,Other
Leon Emory Thompson,46.0,Vehicle pursuit
"Donald M. Winn, Jr.",38.0,Gunfire
Kenneth Leroy Carl,34.0,Other
Walter A. Kuczynski,32.0,Struck by vehicle
Claude Bishop Evans,40.0,Automobile crash
William Trofemuk,37.0,Automobile crash
Hal P. Croft,30.0,Gunfire
Thomas E. Kittinger,32.0,Vehicular assault
George Lenard Windsheimer,62.0,Automobile crash
Joseph C. Hagel,63.0,Gunfire
"Roy Cecil ""Bull"" Massey",43.0,Automobile crash
Raymond M. Koerber,35.0,Automobile crash
"Maxie J. Blanchet, Sr.",60.0,Struck by vehicle
Ishkoten Koteen,63.0,Gunfire
Thaddeaus James Stevenson,71.0,Gunfire
Angel Cordero-Roman,36.0,Other
"Claude Everett Mundy, Jr.",39.0,Gunfire
"Leonard Adams, Sr.",46.0,Gunfire
Joseph G. Lecak,54.0,Automobile crash
Robert D. Dugo,34.0,Heart attack
Robert Courtland Wash,49.0,Gunfire
Sidney Riegel,44.0,Gunfire
Courtney Wayne Cook,27.0,Automobile crash
Pedro R. Sendejo,41.0,Gunfire
Leo L. Kerber,65.0,Struck by vehicle
Sam L. Green,59.0,Gunfire
Herbert L. Goss,67.0,Gunfire
Henry Prince,58.0,Gunfire
Aloysius L. Wisniewski,54.0,Other
Charles E. Garfield,24.0,Motorcycle crash
John W. Staas,34.0,Automobile crash
Gale Gene Eldridge,32.0,Gunfire
George R. Toews,41.0,Automobile crash
Harvey Lewis Nicholson,53.0,Automobile crash
William H. Freytag,40.0,Struck by vehicle
John Fletcher Clark,69.0,Gunfire
Anthony Scozzaro,22.0,Automobile crash
Leonard J. LaManna,34.0,Heart attack
Norbert E. Tuck,62.0,Automobile crash
Clarence Eugene Small,45.0,Automobile crash
Blakely B. Humphrey,67.0,Other
Wilburn D. Shinault,25.0,Automobile crash
Al Charles Kinard,41.0,Motorcycle crash
Andrew W. Farthing,27.0,Other
Charles Eugene Gray,44.0,Automobile crash
Mark M. Elfman,48.0,Gunfire
Gene A. Bessette,37.0,Motorcycle crash
"David S. Robinson, Sr.",53.0,Gunfire
H. A. White,32.0,Other
Nick A. Klaske,37.0,Gunfire
Roger L. Bauman,25.0,Gunfire
Richard Thomas Bain,38.0,Automobile crash
Oscar Bowen Brett,36.0,Other
Anthony Bensch,43.0,Automobile crash
Robert G. Beghtol,26.0,Other
Hitler M. McLeod,27.0,Gunfire
Earl Mendenhall,35.0,Vehicular assault
Edward G. Byrne,23.0,Gunfire
"James Gatewood, Jr.",38.0,Gunfire
Timothy J. Harnett,30.0,Heart attack
Hugh Weldon Willoughby,35.0,Gunfire
Max Lee Webb,35.0,Gunfire
John Henry Sellenthin,42.0,Other
Douglas Frank Hutton,37.0,Gunfire
Michael J. Crowley,37.0,Vehicle pursuit
Arthur W. Guenther,66.0,Automobile crash
Robert Russell McGuire,48.0,Vehicular assault
Walter Rupert Little,65.0,Gunfire
Pearl Martin,46.0,Motorcycle crash
James C. Rieschl,33.0,Automobile crash
Edward H. Smerdel,34.0,Other
James Francis Christie,46.0,Heart attack
Joseph Farlin Porter,29.0,Motorcycle crash
Donald Harold Crittendon,24.0,Gunfire
Bryan Scoggins,32.0,Motorcycle crash
Alonzo Brownlow Tyler,46.0,Gunfire
Donald L. Gregory,28.0,Vehicular assault
Victor Bryan McMillin,64.0,Struck by vehicle
Robert E. Forrester,37.0,Other
Arthur J. Marti,26.0,Gunfire
Walter P. Boyle,29.0,Gunfire
Charles H. Gunther,27.0,Motorcycle crash
LeRoy Joseph Wadsworth,38.0,Motorcycle crash
Iver William Johanson,57.0,Heart attack
William L. Meadows,36.0,Gunfire
"Alex Gary Morris, Sr.",47.0,Gunfire
"Frank H. Dunn, Jr.",43.0,Gunfire
James D. Sanford,27.0,Automobile crash
Donald Martin,29.0,Gunfire
George E. Elder,29.0,Gunfire
John J. O'Connor,56.0,Heart attack
Frederick Christian Kielhorn,36.0,Other
Joseph R. Wilson,36.0,Motorcycle crash
"Orrel L. Manuel, Jr.",31.0,Gunfire
J. Edgar Chipley,55.0,Vehicle pursuit
"M. Jerome ""Jerry"" Franklin",35.0,Gunfire
"LaVaughn V. White, Sr.",38.0,Gunfire
Richard E. Kunkle,36.0,Vehicle pursuit
James C. Ratliff,52.0,Gunfire
Edwin J. Gasque,30.0,Gunfire
Joseph M. O'Connor,38.0,Vehicular assault
Kelly Wilson Vaught,47.0,Automobile crash
Lloyd Larsen,21.0,Gunfire
Virgle Lee Thompson,34.0,Gunfire
William O. Putnam,51.0,Heart attack
Francis Walsh,30.0,Gunfire
Thomas William Dunbar,25.0,Gunfire
"Edgar ""Edd"" Hixson",37.0,Vehicle pursuit
Frederick Raymond Haller,31.0,Gunfire
Randolph E. Brightwell,33.0,Gunfire
Merle D. Niles,51.0,Gunfire
Felix A. Barta,52.0,Gunfire
James Ernest Fields,55.0,Heart attack
Glynn E. Averette,49.0,Automobile crash
John E. Costello,33.0,Motorcycle crash
Thomas North Burke,51.0,Heart attack
Salvatore J. Embarrato,30.0,Vehicle pursuit
"Salvatore Frank ""Tudie"" Navarra",51.0,Vehicle pursuit
"Carmin Fuscellaro, Jr.",34.0,Other
"Martin Parker, Jr.",37.0,Vehicle pursuit
Michael J. George,40.0,Struck by vehicle
Vincent DeVivo,35.0,Heart attack
Ronald E. Davis,28.0,Automobile crash
Nicholas Panico,32.0,Gunfire
David Louis Felger,27.0,Vehicle pursuit
Susano Castillo,45.0,Gunfire
Alfred Claycamp,40.0,Gunfire
Carl B. Knobbe,39.0,Gunfire
David A. Kenyon,30.0,Gunfire
Ralph J. Hansen,45.0,Other
Gordon G. Schneider,46.0,Automobile crash
John Clifford Marshall,34.0,Vehicular assault
Ralph Jacob Fox,64.0,Struck by vehicle
Joseph Irel Hart,54.0,Automobile crash
Forrest E. Richards,54.0,Heart attack
George Eikhoff,75.0,Automobile crash
Donald L. Harding,27.0,Vehicle pursuit
John LaBarr Peters,56.0,Automobile crash
"Arthur J. Abagnale, Jr.",26.0,Automobile crash
Leonard Clint Mullenax,29.0,Gunfire
George Comes At Night,25.0,Gunfire
Sherrold H. Gorton,37.0,Struck by vehicle
Edward Eades,55.0,Gunfire
"Hubert Gerald ""Hugh"" Greer",37.0,Gunfire
Jerry E. Turre,31.0,Vehicular assault
Rudolph H. Miller,35.0,Struck by vehicle
Samuel Harold Moore,27.0,Automobile crash
Lyle Wayne Larrabee,26.0,Vehicle pursuit
"Charles E. Drake, Jr.",27.0,Motorcycle crash
Benjamin Herrera,38.0,Gunfire
Harold Bruce Rupert,34.0,Vehicular assault
William E. McCooley,35.0,Motorcycle crash
"Henry Alton Hight, Jr.",33.0,Automobile crash
"Charles E. ""Jack"" Lewis",49.0,Gunfire
William Edward Hyde,36.0,Gunfire
Edward William Gundel,45.0,Gunfire
"Frederick H. ""Foots"" Looney",31.0,Vehicle pursuit
"Clarence E. ""Pop"" Prince",54.0,Gunfire
Glenn Harvey Williams,39.0,Gunfire
James O. Sexton,38.0,Other
Richard D. Seebo,26.0,Gunfire
James C. Smith,43.0,Gunfire
Henry Eugene Privett,37.0,Gunfire
"Troy Clifton ""Bud"" Willingham",44.0,Vehicle pursuit
Wayne Herman Trudell,39.0,Heart attack
Clarence Wilson Floyd,59.0,Gunfire
"Charles Eugene ""Gene"" Morris",30.0,Gunfire
Anthony G. Eilers,39.0,Gunfire
Alvin Jeffers,50.0,Gunfire
Robert Joseph Byrnes,29.0,Gunfire
Joseph Paul DeFrino,25.0,Automobile crash
Leon Terry,28.0,Motorcycle crash
Bernard Trevor Lankford,41.0,Heart attack
John P. Finnegan,28.0,Gunfire
Levi Harness,53.0,Gunfire
Elda Lawrence White,57.0,Gunfire
Benjamin T. Newman,46.0,Heart attack
Frank E. McFadden,60.0,Heart attack
Jerrel E. Ferguson,33.0,Gunfire
Asa Edwin Thornton,68.0,Vehicular assault
Edward Clay Jowers,29.0,Struck by vehicle
Charles F. Hallenbeck,28.0,Vehicular assault
Milus F. Nichol,23.0,Automobile crash
"George Lezotte, Sr.",60.0,Heart attack
Randall E. Shea,35.0,Automobile crash
Amos Monroe Bordeaux,48.0,Other
Charles B. Dickson,26.0,Automobile crash
"Ben P. Wilder, Jr.",39.0,Gunfire
Richard Phillip Valdez,40.0,Automobile crash
Daniel J. Hancock,52.0,Vehicle pursuit
Richard Lewis Chatburn,26.0,Gunfire
Kenneth B. Bell,40.0,Motorcycle crash
Ralph M. Steed,36.0,Vehicular assault
Charles James Sorrells,51.0,Gunfire
Donald C. Brown,32.0,Gunfire
"Glen Bufford ""Bud"" Hewerdine",48.0,Vehicular assault
John J. Gallagher,33.0,Gunfire
Walter A. Staley,49.0,Gunfire
James Roche,52.0,Heart attack
"Carl Plexico Baker, Sr.",49.0,Other
Waldo E. Jones,39.0,Vehicle pursuit
Glenn Norman Peters,38.0,Automobile crash
Sherman Monroe Ricketts,63.0,Gunfire
Fred A. Hertrich,32.0,Gunfire
Richard Timothy Giles,28.0,Struck by vehicle
Cecil Ray Cowell,58.0,Heart attack
John E. Owen,24.0,Gunfire
James J. Drahota,52.0,Automobile crash
Milan Simcak,36.0,Automobile crash
Dale M. Krings,34.0,Gunfire
Robert Glenwood Robinson,32.0,Gunfire
Joe Dale Hartman,39.0,Gunfire
Garnet Richmond,43.0,Gunfire
"Thomas ""Fox"" Abrams",42.0,Gunfire
Walter Howard Harvey,50.0,Automobile crash
Glenn H. Jenkins,31.0,Gunfire
Elwin Welch,57.0,Automobile crash
Raymond P. Fiola,37.0,Automobile crash
William Aaron James,24.0,Gunfire
Robert Paul Murray,36.0,Motorcycle crash
Melvin Lee Hodges,23.0,Motorcycle crash
Clayton G. Graham,42.0,Gunfire
Joseph Richard Roessner,30.0,Vehicle pursuit
Curtis Alvin Brandenburger,50.0,Other
William Peterson,25.0,Struck by vehicle
John G. Wedding,59.0,Struck by vehicle
Luke Joseph Fallon,55.0,Gunfire
James W. Baber,51.0,Heart attack
Gary L. Grow,28.0,Other
Felix Castrodad-Melendez,48.0,Automobile crash
James William Mumford,54.0,Automobile crash
Charlie F. Richardson,59.0,Gunfire
Robert Paul Grabner,23.0,Automobile crash
"Henry Smith, Jr.",31.0,Gunfire
Wilfredo Batistini-Vega,46.0,Automobile crash
Eugenio Vigo-Rodriguez,26.0,Gunfire
Samuel H. Hall,33.0,Gunfire
James Ben Wicker,65.0,Gunfire
Edward J. Kowalewski,35.0,Gunfire
Samuel Angelo Macrino,35.0,Heart attack
Dale August Van Vooren,27.0,Automobile crash
